,Tweet,Toxicity
38376,kiefferjason sbsylvester where yall be at oh we going fight come to town east bitch,1
49609,rt thecommoncock rt if you killed a bitch with your dick,1
8037,1 week to go user gascony cooking foodie foodblfoggers a few days learning from amazeballs chefs fish crustacean  ,0
52785,shut the fuck up i sent my sister a picture of a mini brownie and she was like is that a shroom like i wish 128514128514128514,1
1522,had fun floating in a tube at the lake summer is here who is  ,0
54398,watch excited isis jihadis getting their yezidi sex slaves on distribution day urlweb tcot lnyhbt pjnet tgdn gop,1
36120,morgaanita hahaha awe yea got a date with the baddest bitch around 1280681282991281761280761008465039,1
32201,snakecharmsdump urlweb oh yeah fuck that bitch,1
44369,light skin niggah 128514,1
14338,highlight of the day was my boss yelling shame on you to a client cos the client told her 8yr old girl to steal 1 of our umbrellas  ð,0
21814,introduction to happy days    days ,0
15413,red hill is going to be amazing cannot wait ð   ,0
42445,i hate twitter just a bunch of sexy bitches i cant have,1
30226,book signing today on the willamette queen feeling mixes emotons nevous   anxious  grateful,0
7806,laugh as much as you breath and love as long as you live life is too shojust be   ,0
21843,i am happy that i get 2 b back at home with my family my passion is 2 take care of them amp b there for my husband amp kids  ,0
10583,herbalremedies for anxiety that work     altwaystoheal healthy   healing peace  ,0
26152,maybe someday relax remember instamoment instagood photooftheday fashion followme  â¦ ,0
30522,user   poor baby lifeoneah,0
45433,now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france,0
17211,new pin for spain ðâï¸ my travel world card   ,0
6150,movie time with the family and libey shes   to be homeâ¦ ,0
2162, every time i am   this electro strobe makes me happy believe thanks you for exits i cant without all you ,0
39407,a lot of cool bitches that a nigga went to school with was major hoes  and they man dont know,1
668,i am thankful for memories thankful positive     ,0
6197,my bihdayâ¼ï¸ saintlaurentparischristianlouboutinparis â¦ ,0
28106,the more you listen to the news there is no answers just sadness for such a reckless act    world  ,0
16605,i love mexico   ,0
50766,rt craigslistlove some women just werent blessed with a cotton candy pussy,1
36277,ogharm moetzart duckydynamo look at this nigger ass nigger shit right here,1
54708,when will joe stop telling pbo how to do his job you couldnt even keep a job in teabagger florida morningjoe,0
23004,season 4 finale hit me hard doctorwhoedit edits fandom   regeneration drwho  vine by user ,0
55271,you girls be 13 talking about i hate sleeping alone  well bitch you better buy a damn teddy bear,1
16096,sds has lost it   ,0
18263,never let your friends feel lonely disturb them all the timeð missmyfriendsð­  ð­ð,0
37253,beverlynohills you so fucking nasty you got held to the wrong pussy im telling  you bet not ever kiss me again im breaking up w u,1
49984,rt wallstwatkins to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game,1
53095,spring breakkkk bitches 128513,1
34592,blakkhoodie562 always eatin good wit my niggah and good lookin on the cd my boy got some heat now i can bump some bangers,1
29457,order placed with user on wednesday pm arrived today amp im over the moon with the cards better than the usual site i use  ,0
38004,grandeftlou and bullying i didnt know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh,1
45823,playing to white guilt lasted one last time whitey felt absolved it ends today it ends in the fieldssuburbs of pennsylvania,1
24591,  hour 25pm gourmethotdogs couvesmallbiz friday tateots quesodip ,0
35020,doubleaiv just watch bitch nigga u gonna want the whole team dead,1
36139,mrmooncricket atblackface uncleunco bobbybotsods fuckthemallcops racistnegro69 bitch im proud to be black ur a samba,1
10983,no spoilers ok people d user user user user user nospoliers cantwatchtonight  ,0
56466,the genesis of my tna watching is so bad i cant even mocklive tweet it,1
50066,"rt xanshawty u can eat all the pineapples you want 

ur pussy still trash",1
33867,8220souljaboy kmichelle shitty pussy 1281698221999665039,1
2812,happy friday  friday laugh  comedy cats women she ,0
56203,my right ear is throbbing harder than a virgins pussy,1
46281,rt basedpaco the nfl is very equal this season everybody showed glimpses of being trash,1
18961,going to look at the progress on my house today   âº,0
48446,rt missjamieeee 8220idoclyfe the power thrust urlweb8221he really in that hoe omg 128514128514128527,1
37613,brandynasty bitch nigga dont get all but hurt,1
50315,rt tootiedee ion want the pussy if it come wit hairs,1
3347,all ready for user at the iowfestival2016 tomorrow   ,0
31455, user i so buzzing for what god have done today at the women conference pumped ready for tomorrow godisgood  ,0
45793,photo my mains riri22barbie georgegia yessssss ladykimora turntup vegas bitches 128525128525 urlweb,1
45951,rt 11melobaby7 100granhman it aint nothin to cut that bitch off ayeeee,1
40188,bullets through a nigguh tru jeans,1
17030,cause i dont really know myself friday friends   moment life city music friendsâ¦ ,0
27921,now we know for sure user is a lazy lair nobody sends letters ceainly not in the thousands   ,0
4193,we just want to make you happy   miami miamibeach venezolanosenelexterior venezolanosenmiami lives ,0
43788,international law enforcement operation disrupts shylock banking malware  pcworld international law enforcem urlweb,0
26331,life is good especially when user tweets you for the 1st time ð     ,0
55135,yo bitch lookin like she wana fuck summn,1
50059,rt worldstarfunny we dont love these hoes urlweb,1
27342, user i shouldnt of looked when im trying to sleep user disney nosleep   ,0
26974,happy easter everyone  ,0
41990,i am such a little bitch today128517,1
46948,rt devineleven hey slim thats my girlfriend screaming in the trunk but i didnt slit her throat i just tied her up  see i aint like8230,1
35125,fatassmee pussy,1
11471,speaking to an austrian law student group in a moment on the cms supervision process of the execution of ecthr judgments  ,0
32289,fatboyswagg347 they ban dat pussy for life amp he gotta pay 25 millon dollar fine,1
12363,bahoom funny humor jokes joke wordplay innuendo wit witty comedy fun cute  â¦ ,0
9414,user user user this is how i wanted to spnd fathers day wknd  wboy grilln n chilln   ,0
50112,rt yankees ballgame over yankees win yanks beat the white sox in 10 innings 43,0
46064,rt asinglebear i accidentally ate a few fireflies last night while chewing some leaves i found the shameful yellow glow of my mouth wa8230,0
53104,stay home then bitch fuck u,1
37087,webeatbitches thats trash its ot,1
29442,soon in egypt segregation poor rich corruption   devastation ðð¡ ,0
13252,manning the gallery   gallery user gorgeouspieces ,0
671,  after sex over 40 sex nake women  ,0
8791,look for our new sign outside the new studio coming soon wearemoving celebrate morespace   ,0
48730,rt obamastrawman joan rivers said i was gay and michelle was a tranny perhaps her death was no accident see clintons and ron brownvin8230,1
23522,user you keep digging your hole deeper i jumped through your refund hoops and now you cant find my submission   refundme,0
19029,user with all them  i would think youre  ,0
20236,a good morning and a   saturday ,0
11866,i know potential when i see it so far ive only seen it in about 3 people  ,0
4530,heavy rain is sadly preventing the team from rigging the boats well try again later   rain meetyouatmercer,0
649,nigger lifelessons of a white kid who grew up in the 60s blogpost  whitepeople respectâ¦ ,1
36399,princesslexii16 damn you just called yourself a bitch bruh  lol 9995,1
39326,yooocaly mormon hoes ,1
44891,music you make me sick bitch,1
33713,8220dominiloka if you cant get pussy without lying to a girl you wack8221 dont hate appreciate,1
25817,beachbody   bull up you will dominate your bull and you will direct it whatever you want it to do when yo ,0
7857,djhamnewstyleyourloveng018web1998ukhxint  next generation web   hardcore 1gabba vk ,0
10428,carriefisher was a feminist fighting  amp ageism in hollywood with her pen her acting her talent amp hâ¦ ,1
53404,thatd been a ghetto little meal,1
55461,your eyebrows on fleek but ya pussy on stink,1
45361,no sex bitch i only want the neck bitch,1
38743,nosfiend215 faggot696969 niggers,1
13795,made 1 rather large mistake   gottarollwithittho,0
46598,rt cesarwtx pink nipples are cute but some be looking nasty than a bitch 128567,1
5207,rip to french police man amp his wife   times paris,0
42586,i know outback when i see outback hoe,1
4510,lets call it a celebration   bday to me,0
1479,smh i cant take these one sided standards ,1
43412,im our here filling these hoes jaw side,1
45142,nah electric fairy tale seems cool but id rather buy some drugs with that money,0
20035,user all bodies are equal  bodyimage body appearance women  nudity naked naturism beauty nudistâ¦ ,1
1678,literate   polar bear climb racing angry polar bear climb racing the polar bear living in cold places loo ,0
51813,rt popitfortyrick tbh i left all my hoes alone 128080,1
51110,rt idntwearcondoms 0 hoes,1
10710,tickets booked  com,0
36792,toddiesoplayer well since you is blood you get a g pass but only this time and i wont tell wop about that lyric situation,1
